Recency,Monetary,Frequency
52,51527.3,44
-1,3965.62,9
18,43.2,1
117,640.14,1
338,383.45,1
71,1858.96,3
51,2093.32,2
0,2995.72,6
28,2352.53,9
35,310.26,1
36,1611.59,6
106,120.0,1
44,2481.13,6
182,508.58000000000004,1
38,477.79,2
10,1530.75,5
114,605.0600000000001,2
35,183.85,1
163,311.65,1
17,5014.84,7
135,462.65999999999997,2
22,866.31,3
274,415.2,1
16,2552.21,8
16,468.26,2
16,1614.91,4
196,588.22,2
35,309.52,1
218,134.7,1
45,2182.28,8
21,668.5600000000001,4
97,889.9300000000001,8
332,108.97999999999999,1
31,1021.58,2
260,409.57,1
10,133.5,1
67,282.93,1
164,51.0,1
36,1078.96,4
126,90.6,1
89,163.62,2
453,174.4,1
79,701.23,2
43,225.77,1
19,912.18,3
120,2128.23,4
22,161.2,1
4,3717.35,8
21,9261.52,16
319,155.0,1
295,100.5,1
358,76.55,1
156,257.68,1
262,617.05,2
44,348.1,2
52,202.68,1
26,626.0699999999999,1
163,1247.69,3
9,202.11,3
296,142.4,1
74,1770.56,3
10,3212.84,8
213,1043.46,2
4,4652.82,9
218,67.95,1
60,3507.71,9
213,487.99,2
3,2612.96,19
149,574.7,1
64,4051.48,13
141,1475.81,4
108,1474.32,6
1,156.75,1
107,2157.73,6
10,2606.53,7
71,2059.4500000000003,6
122,1105.07,9
310,1063.0,1
42,770.03,2
362,122.7,1
91,1496.98,7
19,5900.28,13
22,490.22,2
25,1937.25,3
10,1058.06,6
334,387.52,1
4,813.11,2
17,4263.64,6
218,265.2,1
17,322.08,1
23,4481.67,10
50,363.34000000000003,2
79,1244.83,5
68,470.36,1
9,2255.51,6
21,1372.8,6
303,89.06,1
453,63.0,1
190,131.9,1
319,2661.24,1
42,2357.6800000000003,5
43,1712.89,4
204,1589.82,2
53,1420.2,4
28,1039.58,4
18,1163.23,5
9,375.35,2
18,907.1,4
3,483.25,3
60,662.59,2
10,264.44,2
306,119.93,1
22,3062.4,9
310,113.64,1
155,1837.92,1
110,434.34,3
148,2103.06,3
31,2004.02,11
170,529.62,3
68,1058.6200000000001,3
59,2272.4,7
17,598.76,4
11,461.19,2
63,1936.84,8
74,234.34000000000003,2
46,547.66,1
71,925.85,3
257,215.7,1
19,1309.6,4
253,316.25,2
11,279.05,1
164,636.51,2
18,2068.15,6
281,137.1,1
50,321.92,1
332,165.75,1
26,1196.33,6
274,1064.28,1
207,463.38,1
175,340.93,2
16,2383.2400000000002,5
25,139.56,1
50,123.8,2
341,538.8100000000001,2
282,475.37,1
42,1957.32,5
26,815.32,3
0,356.85,3
94,251.21,2
19,2470.67,11
10,3543.26,6
47,673.26,4
17,5905.64,8
17,2012.17,5
23,1383.18,6
22,276.42,2
11,1314.81,5
217,275.28,2
100,455.59000000000003,3
8,1055.35,3
17,2102.09,6
141,330.45,2
182,174.37,1
119,270.6,2
24,974.54,4
108,241.09,1
71,1867.68,9
19,4332.2,9
0,8508.82,55
301,364.21999999999997,1
60,620.04,3
25,2925.91,6
236,932.85,4
24,1949.72,7
1,4447.05,18
60,2864.19,3
259,171.8,1
57,355.56,1
182,388.25,2
15,537.48,2
9,996.26,3
-1,1461.65,8
156,103.25,1
28,3630.33,16
24,2024.45,2
40,2578.09,5
12,4007.54,8
2,652.8,2
341,289.24,1
10,765.62,2
18,186.23,2
32,165.07,1
19,859.27,5
10,2381.04,4
57,324.14,2
85,788.38,1
16,2237.77,22
75,1080.76,3
11,5074.77,18
113,3099.12,4
110,1432.0,1
56,1530.3600000000001,2
119,227.39,1
250,218.06,2
40,2832.84,7
34,1653.42,9
665,35.400000000000006,1
12,859.71,4
180,168.63,1
16,138.6,1
40,114.11,1
144,1052.55,5
94,1042.26,4
50,157.05,1
128,237.36,1
8,1601.14,9
637,39.75,1
15,1447.14,4
56,570.46,3
21,617.99,3
300,379.83,2
19,1740.6,6
11,883.15,2
44,221.97,1
160,393.33000000000004,1
10,213.96,1
67,660.0,1
4,12156.65,93
15,16569.5,14
59,1785.15,4
72,601.56,4
35,406.08000000000004,3
9,553.44,3
127,394.44,1
205,412.78000000000003,2
89,1788.3600000000001,5
125,320.58000000000004,1
43,889.25,5
29,225.85,2
196,899.63,2
23,2791.27,4
35,671.96,2
47,959.01,2
50,1006.98,3
262,114.56,1
266,344.90000000000003,1
268,609.85,2
50,443.6,1
31,2984.49,6
24,2125.08,6
21,110.46,1
-1,96.12,1
170,693.8100000000001,2
274,830.76,2
97,597.09,2
1,280206.02,73
201,243.22,1
34,1417.29,4
4,654.6,2
77,114.18,1
9,1947.55,7
22,1932.23,4
169,291.05,2
17,848.22,4
117,247.15,2
78,2529.93,9
86,285.74,2
26,107.95,1
28,771.17,4
19,637.89,2
30,1835.7,5
24,195.25,1
10,9241.2,25
5,1269.99,3
250,411.53,2
161,765.55,2
9,1736.4,5
16,604.75,1
78,2548.2400000000002,6
25,28754.11,16
4,498.95,3
201,52.0,2
25,1236.28,5
106,628.38,1
2,5630.87,21
208,112.8,1
32,371.7,2
34,2114.33,5
137,591.55,4
264,172.9,1
1,2078.95,7
218,188.60999999999999,2
15,1250.76,5
95,109.13000000000001,1
151,2235.3,3
10,2549.37,9
18,3292.14,17
14,318.17,1
3,1546.91,9
198,179.0,1
124,1126.37,3
15,4921.04,13
14,606.13,4
10,2868.8,11
59,917.07,3
9,2666.36,11
24,160.19,1
8,867.38,4
43,329.68,2
10,1602.13,5
30,663.81,3
147,187.92000000000002,1
10,1158.3,6
24,718.08,1
67,268.58,1
696,313.49,1
107,2005.06,8
34,380.02,3
0,2702.4900000000002,8
16,9585.91,12
11,6065.69,32
180,1164.55,3
4,1314.45,7
19,3902.28,7
197,1448.21,3
11,1400.34,6
16,1099.98,7
112,1220.26,5
249,328.2,1
34,1415.75,5
43,389.64,1
87,563.15,1
44,638.05,2
9,5010.28,11
15,738.96,1
75,420.5,1
144,1484.06,4
112,1625.97,3
297,89.2,1
-1,255.9,2
263,300.52,1
46,278.3,1
59,254.11,3
65,2473.37,6
17,192.60000000000002,2
82,10674.75,8
232,876.42,2
112,139.26,1
-1,1011.9,3
51,2538.3,11
245,730.86,2
250,386.15,3
54,447.68,2
319,200.10000000000002,1
26,289.99,2
10,77.4,2
26,679.4399999999999,2
28,197.64,1
1,745.06,4
152,6.2,1
21,228.99,1
9,1319.91,7
166,131.45000000000002,1
22,8022.49,17
52,173.74,3
51,157.7,1
29,4339.74,12
90,193.14,1
97,845.55,3
331,353.27,1
15,554.65,4
75,193.39000000000001,1
39,2741.17,8
40,2087.88,11
576,155.43,2
273,778.5,2
197,271.85,1
159,1110.34,2
73,657.8,3
182,272.07,2
21,507.29,4
484,48.800000000000004,1
3,321.43,3
10,1127.71,4
15,2226.91,12
161,2139.76,3
59,697.55,4
53,197.13,1
-1,1720.3,6
10,102.44999999999999,3
30,1649.5,4
267,62.85,1
29,3295.76,6
43,2824.69,4
5,3189.81,4
148,309.4,1
1,7930.54,25
341,325.75,1
23,511.35,2
-1,2836.69,6
4,475.8,2
67,2759.83,7
1,645.65,2
56,1311.3799999999999,3
29,1173.12,2
12,1353.74,4
19,170.32,1
52,125.79,1
25,841.1999999999999,2
59,266.76,1
300,52.2,2
10,14389.9,12
156,710.28,3
21,2953.59,8
103,725.7,2
261,327.25,1
178,522.38,4
210,519.68,1
107,1465.3200000000002,2
3,1485.54,9
77,706.19,3
19,255.4,1
26,589.7,2
4,761.59,6
131,765.3199999999999,1
339,364.8,1
79,1862.0,1
207,369.2,1
161,135.9,1
253,125.65,1
148,554.38,2
9,1237.8500000000001,2
85,655.75,1
40,11138.710000000001,20
204,468.77000000000004,2
0,1366.38,4
23,1303.52,6
0,1421.29,9
25,332.66,1
21,2810.63,5
25,1025.44,2
216,616.15,2
28,3501.1,7
74,277.8,1
25,434.35,4
-1,143825.06,201
16,867.85,2
36,1227.43,4
91,307.48,2
70,1268.98,4
115,1610.15,2
34,977.77,2
89,1316.07,2
50,749.1,1
127,310.05,1
151,223.88,1
67,2372.86,3
22,1257.68,5
453,363.53,1
81,1890.94,2
297,1784.71,1
97,8137.02,8
56,1621.88,3
59,5900.25,12
14,100.9,1
72,290.82,2
23,1101.97,6
19,371.2,1
79,311.69,1
0,8099.49,11
25,289.82,1
12,336.17,1
253,58.49,1
127,499.68,3
109,695.42,4
171,221.27,2
10,7044.68,9
270,126.7,1
9,1487.8,5
188,206.21,1
244,599.0,2
14,191.32,1
49,463.8,1
89,147.59,1
137,1592.06,4
43,1116.57,3
276,114.77,1
107,1314.45,3
301,114.39,1
57,279.94,1
57,790.86,7
72,1931.42,5
158,102.12,1
3,213.27,2
198,296.75,2
15,326.4,2
4,334.54,1
250,233.23000000000002,2
0,546.1999999999999,3
5,429.87,2
47,490.52,1
115,1641.76,4
147,1246.32,1
15,6316.57,28
51,502.09,1
277,156.91,1
12,1261.78,3
242,308.94,1
53,423.04,2
43,260.17,2
172,170.04,1
181,125.58,1
332,496.21000000000004,3
266,266.0,1
26,1914.82,9
11,905.04,4
39,6802.76,11
9,1661.33,10
181,377.01,1
80,469.0,3
89,1066.1499999999999,4
42,627.13,4
71,518.28,2
89,668.14,4
256,4959.1,3
25,2586.67,10
15,4308.61,8
30,252.73000000000002,1
72,465.55,3
-1,705.49,6
9,19914.44,47
170,180.35,1
199,135.93,1
120,537.0,1
5,7700.2300000000005,17
32,735.66,2
9,5213.7699999999995,15
269,343.62,1
116,384.05,4
36,121.17000000000002,1
25,1782.09,3
2,1391.61,3
319,215.78,1
185,697.79,3
12,302.1,2
97,1489.5,2
25,2124.9900000000002,11
40,1337.72,9
9,303.09,4
4,54534.14,48
71,987.86,4
65,370.79999999999995,1
164,3158.13,4
53,893.59,1
78,1744.76,3
46,553.36,2
179,1109.53,1
665,106.2,1
97,982.07,2
9,1043.41,3
105,748.87,1
77,773.03,1
172,880.85,1
11,9743.11,32
34,895.61,4
22,504.8,5
256,88.2,1
281,306.94,1
21,1160.07,2
10,2420.84,6
251,381.32,1
274,480.71,1
126,457.81,2
18,4597.02,6
103,1370.6,4
42,219.39000000000001,1
211,248.08,1
64,39916.5,3
84,410.48,1
69,876.0,3
331,317.53,2
86,703.36,2
196,1027.44,2
18,2298.93,7
4,1422.52,5
38,319.5,6
141,1300.25,4
127,484.95,1
23,996.1,4
59,1567.48,3
9,3609.33,3
37,2760.56,10
18,340.11,1
17,1352.75,4
14,1551.78,5
134,244.8,1
127,266.4,1
133,358.82,1
50,457.72,2
114,1633.78,3
206,2199.31,2
22,184.19,2
25,11528.48,15
213,406.53,1
60,1471.0,4
50,3447.4,11
169,330.11,1
18,977.9300000000001,5
37,982.42,3
14,1387.99,8
239,139.05,1
22,1286.7,4
161,178.96,2
52,2354.25,7
46,498.74,1
225,259.45,1
-1,6580.44,17
43,1194.73,4
164,1327.16,2
240,623.5,1
10,301.29,1
133,520.8000000000001,1
17,5314.47,10
9,4745.69,13
120,329.25,1
75,296.42,1
119,961.49,3
124,1936.07,3
45,401.40000000000003,1
18,18641.010000000002,30
357,158.16,1
18,304.47,2
208,843.05,3
696,487.75,1
320,163.0,1
25,106.56,1
8,1289.5,1
70,1624.05,5
322,135.75,1
71,224.14,1
260,40.5,1
18,2206.95,5
515,87.5,1
175,689.4799999999999,3
124,622.85,2
59,406.76,2
70,310.62,1
14,411.41,2
15,4777.18,16
5,16225.39,41
1,1044.32,3
60,499.32,1
78,7616.53,15
150,3861.0,1
10,1079.6100000000001,3
122,193.64,2
29,1268.7,4
87,1236.54,5
25,1827.8,6
357,316.58,1
85,653.24,2
10,420.29999999999995,4
119,870.12,5
225,331.18,1
60,894.4100000000001,2
5,101.8,1
318,328.35,2
10,1661.44,8
46,734.94,3
87,96.6,1
10,5756.89,11
176,305.75,1
51,1778.96,6
484,403.25,1
318,585.0,1
225,755.75,2
358,322.08,2
234,409.40000000000003,1
310,154.41,1
126,1219.4,5
169,3386.71,4
239,429.6,2
113,612.06,2
128,197.0,1
158,2247.51,12
298,321.05,1
78,1412.32,4
59,1071.99,3
10,780.59,2
5,1706.57,5
73,1756.44,8
74,316.68,1
213,631.57,2
134,2515.84,3
238,514.15,2
92,356.0,1
1,6688.46,13
2,10484.99,11
94,740.78,2
0,918.1999999999999,5
245,300.36,1
243,890.85,1
148,98.45,1
340,317.15,1
168,623.16,2
100,1810.77,7
135,254.82,1
323,178.95000000000002,1
106,156.51,1
182,393.74,1
32,1506.1200000000001,2
222,119.3,1
-1,1717.36,5
23,408.8,1
15,2379.49,7
3,2507.07,15
57,721.94,2
18,716.57,2
301,615.14,1
243,135.31,1
46,255.89999999999998,1
354,290.51,1
172,113.12,1
-1,2332.15,9
49,240.55,1
22,486.69,2
43,2306.52,5
59,939.78,3
42,7943.22,18
3,4668.3,15
201,180.94,1
34,3672.86,6
10,641.94,3
10,4799.9,12
164,4507.01,7
182,496.44,1
50,5070.35,12
290,574.02,1
60,694.4000000000001,8
122,1174.35,3
214,205.3,1
67,310.47,1
-1,60767.9,91
75,924.85,4
110,52.0,1
199,327.97,1
116,570.5,2
326,165.0,1
180,312.62,1
340,204.5,1
44,267.13,1
70,2748.31,3
85,679.68,1
103,162.29,1
69,311.71,1
52,208.75,1
39,1049.7,3
60,714.96,2
484,1661.06,4
208,1028.56,1
163,351.67,3
53,173.97,1
243,574.07,2
80,2020.52,1
304,406.09,1
87,364.5,1
74,563.94,3
45,393.54,1
38,252.42000000000002,1
484,201.60000000000002,1
72,158.04,1
217,473.81,2
696,115.65,1
12,1960.1100000000001,7
254,777.02,2
53,277.05,2
71,2766.5,10
0,8347.2,22
39,427.93,1
361,418.92,1
665,326.0,1
214,913.19,2
25,2314.32,7
75,602.51,2
57,1877.59,4
21,446.94000000000005,1
29,2386.05,7
137,2007.3999999999999,1
18,2415.91,12
276,168.0,1
40,1233.3600000000001,3
97,3703.29,7
46,1690.2600000000002,5
65,596.85,2
14,5955.71,6
169,642.41,2
40,316.88,1
186,394.14,1
270,140.54,1
172,500.0,1
0,1535.53,4
16,231.86,2
9,2183.54,4
325,107.45,1
112,288.18,1
289,94.0,1
16,1345.53,2
22,815.77,3
113,716.2,5
148,626.77,2
278,349.1,1
37,510.71000000000004,2
94,1056.44,4
264,267.18,1
84,3450.84,8
26,1358.88,4
171,190.53,1
9,774.9000000000001,3
313,572.8100000000001,1
155,3984.32,4
85,508.8,1
24,135.86,1
-1,950.36,4
323,97.7,2
332,43.5,1
254,383.34,2
19,1447.39,5
47,1483.14,3
15,93.78,1
26,397.35,2
23,171.19,1
65,533.3,2
107,1041.48,5
22,149.29,1
12,1122.53,3
262,200.16,1
131,156.57999999999998,1
54,383.68,3
219,594.0,1
12,3236.91,7
9,1418.26,2
264,113.5,1
330,155.17,1
312,494.64,1
26,974.52,3
89,429.84,1
59,538.73,3
56,1388.37,7
362,179.1,1
340,447.22,3
262,237.07,1
25,161.64,1
354,216.76,1
143,234.6,3
59,126.14,1
222,1048.85,1
3,7354.62,18
85,334.53,1
9,524.88,3
51,467.51,2
31,538.55,2
150,469.48,1
113,371.56,1
-1,1771.2,7
77,454.10999999999996,1
40,1441.42,2
116,905.5,1
15,11054.96,12
266,233.81,4
18,3594.31,4
89,2575.0,3
122,91.32000000000001,1
4,1134.28,3
100,3100.09,6
28,659.4599999999999,2
149,2001.8,5
21,1299.23,2
17,1262.2,2
4,13316.4,27
18,1131.56,4
15,10384.93,12
362,147.09,1
81,52.83,1
52,3610.96,5
22,979.26,3
171,492.36,1
225,1000.27,6
330,250.0,1
11,909.23,5
155,121.0,2
4,14758.220000000001,19
12,4139.46,11
44,62.43,3
233,267.03,1
38,1942.45,8
119,343.5,1
34,3000.2,8
87,398.84,2
84,412.01000000000005,1
24,440.0,1
17,825.92,3
181,148.44,2
18,2429.78,8
254,229.33,1
22,3995.23,11
21,1502.35,4
89,2007.44,2
25,1580.93,4
19,807.57,3
173,536.4,4
163,110.92,1
300,538.46,1
11,213.3,1
114,85.13000000000001,1
288,127.86,1
1,3546.71,9
54,292.71999999999997,2
30,4954.84,14
77,1693.26,3
37,575.63,4
273,436.06,1
187,90.12,1
60,437.23,1
159,217.2,1
-1,4805.17,16
24,279.77,1
28,473.65000000000003,1
11,800.59,4
351,134.55,1
22,1400.44,4
50,173.16,2
18,186.01,1
44,758.29,3
38,1375.71,5
10,4165.52,12
11,650.4300000000001,4
25,2552.86,7
85,607.45,2
177,702.25,4
301,940.6700000000001,1
32,258.88,3
162,127.1,1
302,348.6,2
31,3679.9700000000003,13
24,682.9100000000001,3
23,725.11,4
176,455.3,1
30,913.6800000000001,4
255,478.53000000000003,3
46,388.58,1
70,199.8,1
15,1771.78,5
95,1406.59,5
242,324.57,1
53,240.68,1
26,761.74,2
11,6776.56,14
22,1297.8700000000001,9
78,48.480000000000004,1
52,216.39,1
30,1198.23,5
1,2920.16,9
161,104.76,1
28,1093.68,4
125,298.48,1
51,112.46000000000001,1
9,1591.45,13
90,195.15,2
10,10399.74,23
122,776.851,4
10,336.40000000000003,1
56,1553.18,3
11,1293.03,4
43,3709.56,9
141,301.03,1
116,588.13,4
103,1534.26,4
74,675.8,2
24,2870.2400000000002,9
45,1186.35,2
15,3285.31,8
17,243.55,1
30,724.76,2
52,223.36,1
134,425.32,1
16,12515.66,15
105,1887.2,4
309,664.0,3
166,813.0,4
18,612.01,1
158,447.64000000000004,3
204,657.35,2
161,816.0,2
260,646.3,3
91,337.74,1
115,877.4399999999999,2
9,922.53,2
66,560.67,1
45,748.5,4
22,30.0,1
197,1024.1000000000001,5
43,306.45,1
25,1600.86,9
222,309.8,2
106,138.14,1
50,386.43,1
66,2242.01,2
39,301.32,1
187,76.32000000000001,1
40,684.34,4
296,173.05,1
18,2657.13,7
0,2881.02,4
65,2446.6,5
81,323.69,3
18,3435.76,3
49,657.23,1
52,352.7,1
24,781.28,4
9,1333.68,3
25,1426.16,5
117,193.75,1
23,2993.1,9
1,254.1,2
100,239.76,2
339,136.8,1
28,191.04,1
25,6479.4,14
266,409.98,2
79,2736.46,8
17,309.65,1
172,696.68,2
73,1542.14,4
264,211.5,1
126,2293.62,4
201,143.1,1
75,1060.56,4
43,945.58,4
40,3364.2400000000002,7
340,133.25,1
9,1072.3600000000001,5
143,356.7,2
11,330.88,2
145,1118.81,4
234,150.3,1
151,5045.61,13
24,598.73,1
11,507.08,1
108,2222.56,5
423,203.1,1
201,218.25,2
15,415.25,1
8,5178.96,7
34,85.0,1
122,1120.88,3
34,294.12,2
309,162.3,1
114,1339.45,2
14,1205.1200000000001,8
18,4812.42,16
243,449.12,1
49,154.88,1
16,784.46,4
77,34.8,1
19,1094.59,4
134,196.88,1
12,974.04,3
40,149.31,1
38,44534.3,3
15,2465.48,8
39,2637.38,7
129,79.2,1
51,458.57,3
0,2364.25,6
63,532.96,4
187,714.42,2
24,205.25,1
218,253.04,3
77,583.75,2
77,1086.92,2
0,3279.97,6
182,315.06,1
115,621.8299999999999,3
40,56252.72,26
241,635.6800000000001,1
302,270.8,1
127,104.9,1
133,241.62,1
5,1047.11,4
35,475.28000000000003,3
25,345.46,3
9,2614.7400000000002,3
10,246.3,1
151,2328.9700000000003,5
46,4932.2,3
26,948.05,3
358,351.3,1
10,220.85,1
43,1612.69,2
14,965.61,3
149,610.01,1
17,2711.56,8
95,2207.4,4
75,884.14,3
107,699.08,2
46,1063.95,3
142,451.42,1
51,415.82000000000005,1
11,4206.39,13
23,5528.4800000000005,17
46,784.58,3
50,903.9,3
190,3734.9700000000003,4
68,515.77,5
78,1391.98,4
22,2218.62,6
32,1801.14,5
207,1303.9099999999999,2
16,1945.33,4
34,2100.6,5
49,1905.45,4
319,206.98,1
44,570.96,2
180,885.47,2
665,15.0,1
172,532.94,1
56,1654.31,3
73,1836.0900000000001,14
140,636.14,2
301,576.0,1
-1,801.76,3
254,836.79,1
70,2233.75,4
44,954.09,4
50,137.37,1
182,391.98,1
11,33643.08,19
80,1048.49,3
-1,355.56,2
72,1224.06,4
98,118.95000000000002,1
46,130.73999999999998,1
17,3711.77,8
288,389.27,2
19,238.85,2
186,160.71,2
51,110.8,1
86,2974.65,12
94,712.24,5
32,16387.57,27
18,297.0,1
15,1438.85,5
40,977.21,8
12,3165.36,8
112,832.88,4
25,68.84,2
22,1936.3200000000002,6
0,895.13,3
101,230.53,1
22,3812.64,15
159,149.64,2
151,354.09000000000003,1
14,360.93,2
127,4405.88,7
17,493.28,2
576,343.28000000000003,1
312,501.39000000000004,5
198,516.36,4
150,396.48,2
122,379.35,3
60,181.09,1
80,168.31,1
185,446.87,2
226,524.52,1
253,263.55,2
149,179.17,1
194,222.05,2
119,1388.88,5
545,56.25,1
23,351.11,1
16,363.88,3
9,5126.76,7
331,164.68,1
19,1567.69,7
176,967.45,3
173,191.94,1
15,1232.18,8
178,264.62,2
16,1528.09,8
188,123.1,1
271,334.23,2
19,639.89,2
124,167.5,4
172,336.03000000000003,1
696,369.5,1
665,127.08,1
194,207.15,1
274,426.63,1
0,2495.87,8
21,1107.46,3
5,416.86,2
182,145.35,1
112,404.58,5
3,6115.01,15
341,35.8,1
133,337.44,1
128,325.1,1
453,181.0,1
82,1708.24,1
43,955.24,2
16,364.72,2
78,1765.51,4
285,708.22,2
181,806.57,4
4,1659.3799999999999,8
24,4416.26,14
120,428.89,1
74,104.35,1
19,470.76,2
17,845.64,4
23,418.83,2
49,666.1,3
98,314.1,1
0,4199.85,12
484,307.82000000000005,1
4,3442.15,7
84,371.01,1
165,430.94,2
17,1054.73,2
77,1098.78,1
0,2398.86,3
5,3408.48,8
22,1475.02,4
71,2837.67,10
123,1142.42,2
89,168.12,1
12,1451.28,7
19,158.03,1
44,792.11,2
180,41.989999999999995,1
16,2797.57,7
54,427.07,1
0,1060.68,6
87,3089.97,5
150,12393.7,3
59,2735.37,5
12,615.39,4
4,101.4,1
3,1701.94,4
23,478.78,3
22,992.71,4
127,407.5,3
1,3362.71,16
155,1415.29,3
1,37130.6,47
63,662.38,3
26,705.39,3
15,1508.76,8
47,211.88,1
3,408.90000000000003,2
46,3786.2400000000002,9
16,851.01,3
260,628.28,1
46,719.81,3
12,251.24,1
59,439.65999999999997,1
43,236.09,1
68,934.62,6
29,81024.84,63
282,331.24,1
122,548.94,2
4,8816.4,20
38,437.7,3
87,758.92,2
129,855.02,3
177,471.78000000000003,3
148,1313.55,3
89,3166.4,3
22,1197.27,5
4,773.99,4
1,1340.7,4
696,256.44,2
40,1111.79,3
173,137.9,1
54,362.06,1
92,1511.95,2
145,783.9,1
279,134.8,1
45,664.85,1
4,2263.12,7
71,1459.8600000000001,6
5,1153.62,4
260,335.32,1
453,372.09,1
16,1521.87,5
22,852.15,2
44,326.24,1
288,584.3199999999999,1
297,122.39999999999999,1
22,2234.73,10
340,79.2,1
16,1352.0,3
67,217.16,2
56,2806.9,5
100,1317.62,2
299,436.18,1
-1,981.51,5
29,1121.39,5
124,315.06,2
114,817.86,3
106,17.0,1
11,1078.23,4
264,320.62,1
240,185.04999999999998,1
87,2005.63,7
50,731.9,3
70,1290.7,1
42,1842.14,3
79,1429.64,6
90,302.36,1
219,336.96,1
213,108.38,1
17,3204.1600000000003,7
84,842.5,1
218,611.88,2
45,1337.48,3
69,195.73999999999998,4
94,161.38,1
170,135.75000000000003,1
3,1667.97,8
4,612.78,1
278,232.21,1
72,423.36,2
29,1309.14,4
57,867.11,2
38,684.4200000000001,4
51,307.78,1
317,249.0,1
515,289.35,1
59,6287.77,4
39,656.25,1
17,1880.22,5
51,3506.54,6
16,14589.04,33
21,618.09,2
262,517.55,1
29,709.38,3
18,635.41,3
213,725.18,2
0,620.4,1
249,535.34,1
34,2424.94,6
158,175.2,1
2,3799.4900000000002,11
203,734.13,3
133,375.0,1
296,76.32000000000001,1
142,280.52,2
0,2053.02,5
268,1829.04,1
49,1824.23,5
24,3122.04,9
15,656.69,3
281,348.2,1
85,1025.44,2
14,5575.56,19
339,37.4,1
232,856.6,2
17,822.48,3
2,3787.6,27
39,1822.97,4
50,1885.05,6
29,73.2,1
5,1140.21,5
15,1418.32,6
32,1009.5500000000001,3
169,1037.59,4
50,331.95,1
138,197.9,1
60,215.83,1
100,10254.18,8
73,305.54,1
72,6617.65,4
274,338.71000000000004,1
4,1158.79,6
16,529.41,2
4,4006.94,12
51,6911.4400000000005,15
35,981.86,4
15,215.48,2
40,215.08,1
11,5180.52,13
236,314.45,1
75,400.68100000000004,1
164,1080.6200000000001,2
21,1863.47,4
360,365.27,1
-1,592.9,4
23,405.71,1
89,761.38,4
54,537.0600000000001,4
25,394.38,1
44,664.26,2
0,2262.62,5
9,21086.3,18
0,547.02,1
19,690.34,2
78,159.0,1
170,1062.75,3
80,242.35,1
267,914.9300000000001,1
235,304.25,2
59,3084.68,7
97,864.86,3
318,846.72,1
57,1295.3,4
44,1096.32,5
203,255.12,3
225,314.22,1
34,1010.6,2
278,542.03,2
43,990.88,4
71,536.6800000000001,3
38,867.31,5
78,432.2,1
56,414.2,2
24,3718.8,2
-1,2607.87,13
18,3603.21,7
54,409.1,2
4,1522.75,2
23,1413.66,3
170,114.56,1
90,152.94,1
52,1800.07,5
261,389.44,2
243,3683.86,2
16,2619.91,8
266,752.4300000000001,1
176,46.95,1
45,5203.51,5
50,1035.45,1
17,746.83,4
9,5447.0,9
73,861.89,7
71,667.65,2
353,1141.24,1
15,1429.24,5
116,411.7,1
696,357.95,1
196,559.87,1
176,810.6000000000001,1
100,566.38,1
21,1509.58,3
72,2062.06,1
252,168.3,1
31,1570.81,5
50,823.97,2
169,142.5,1
62,302.25,1
21,2248.9900000000002,10
-1,1328.55,4
268,301.9,1
22,598.2,3
215,233.22,1
25,5360.63,3
