Recency,Monetary,Frequency
138,361.21999999999997,1
37,632.27,6
107,2560.0,4
106,706.57,2
17,616.26,2
49,274.15000000000003,2
330,226.37,1
97,2938.91,8
1,1341.65,3
242,328.15,1
187,404.40000000000003,1
65,1038.46,2
72,373.65000000000003,5
119,326.75,2
196,207.50000000000003,1
177,428.68,3
46,594.24,3
15,3110.96,14
14,3844.22,6
17,251.91,3
28,1593.2,7
123,26626.8,22
273,151.05,1
216,214.79999999999998,1
284,109.95,1
107,549.07,1
24,1971.87,4
75,322.41,4
16,370.47999999999996,2
246,101.10000000000001,1
44,575.41,1
11,887.65,2
78,1469.45,7
290,53.5,1
21,1116.47,4
38,153.9,1
17,494.44,2
8,6675.71,23
73,395.8,2
159,211.77,3
65,658.88,3
79,2027.5,4
8,1750.92,9
0,3512.53,6
9,896.66,4
29,734.77,5
53,109.36000000000001,1
11,707.04,2
2,1540.42,9
18,327.3,1
301,804.49,2
28,497.43,2
18,1553.66,3
64,1320.56,4
181,367.93,2
243,473.03000000000003,2
17,987.01,2
267,676.2,1
188,362.95,3
18,2157.4,4
90,1780.59,1
74,668.36,2
30,584.5,2
60,555.89,3
28,317.2,2
322,94.36,1
53,1382.07,4
269,221.19,1
11,3046.21,13
56,1555.34,5
60,1486.9,5
124,1705.8,2
19,408.57,2
183,303.93,1
14,4098.32,12
264,299.6,2
312,177.5,1
70,443.05,1
68,167.25,2
18,163.07,1
12,2126.93,10
2,2028.88,5
19,214.65,2
53,151.83,1
56,262.2,1
21,126.25,2
44,210.35,1
26,1051.4,3
44,675.27,3
97,972.23,6
17,34684.4,51
24,346.12,1
337,133.56,1
68,302.7,1
21,1908.25,10
263,241.06,2
106,284.55,1
57,300.85,1
65,642.81,3
182,287.4,1
28,184.26,1
47,1522.25,7
26,798.35,5
51,3640.67,5
274,381.2,2
119,616.79,3
46,654.67,4
181,230.51,1
88,168472.5,2
135,259.01,1
198,188.89000000000001,1
197,707.69,2
149,311.92,1
87,266.97,1
44,6.9,2
152,1841.18,7
103,2158.37,5
218,208.36,1
0,3482.7400000000002,18
28,814.72,3
177,151.42,1
73,136.0,3
21,1422.4,4
19,1314.68,3
3,1603.46,7
74,74.9,1
23,650.43,4
51,762.39,4
67,223.95000000000002,1
161,316.11,3
17,1871.5,7
0,544.3,4
67,2494.46,7
25,331.0,3
10,300.83,2
75,769.29,1
15,220.62,1
192,139.35,1
173,404.3,2
77,363.65,1
114,498.8,3
46,731.5,1
79,1351.63,4
296,826.53,1
128,684.41,3
207,1599.52,3
49,2965.69,6
162,100.97,2
360,365.45,2
16,400.86,6
95,1431.93,4
25,484.38,1
120,777.6,1
19,90.30000000000001,2
296,363.7,1
665,248.1,1
21,950.26,3
19,874.59,4
2,1627.13,5
89,101.69999999999999,1
159,162.7,1
90,484.32,2
25,215.07999999999998,2
186,1046.57,3
15,9418.470000000001,21
8,13027.45,26
171,290.36,1
81,228.06,1
180,244.41,1
306,455.25,1
22,1244.59,7
17,6748.8,3
19,1095.56,3
241,593.75,1
110,548.97,1
150,1388.81,4
53,119.62,1
164,339.3,1
290,787.15,2
10,4154.64,10
108,2298.97,5
161,922.12,3
35,379.73,2
67,5719.82,12
8,837.1,3
109,285.89,2
105,3313.79,7
24,281.85,2
22,8338.49,20
26,841.41,2
29,511.12,2
53,1077.74,1
423,173.7,1
15,614.66,5
161,865.6,2
180,124.2,1
15,3738.4,10
26,1421.69,3
32,1009.6,3
84,663.61,2
71,451.44,1
64,105.84,1
113,313.62,1
696,233.45,1
80,936.08,2
219,463.95,1
232,225.15,1
71,459.24,3
302,213.5,1
12,4113.68,16
50,330.03,3
75,181.09,1
90,360.16,1
15,250.15,2
211,90.04,1
285,145.04999999999998,1
16,813.52,6
40,244.79999999999998,1
273,528.08,1
74,482.47,2
-1,3347.71,14
2,5493.46,7
248,75.66,1
186,129.49,1
1,1187.66,4
70,618.59,1
64,506.19,1
15,500.42,2
235,151.85,1
120,2647.59,5
263,226.21,1
180,178.96,2
51,813.48,4
127,129.45,1
80,810.5699999999999,2
67,333.08,1
22,4413.1,17
79,322.8,1
59,2188.05,5
73,417.73,2
3,2883.1,6
338,217.9,2
60,1154.47,4
22,1680.72,10
120,1257.51,3
105,231.10000000000002,1
207,688.33,2
127,487.51,1
34,833.78,2
169,214.06,2
42,290.65999999999997,1
71,518.42,1
-1,6773.97,7
16,1212.66,2
141,601.27,4
8,3794.52,6
2,8625.8,15
9,933.62,4
545,123.24,1
278,39.12,1
16,1267.6499999999999,4
362,135.39999999999998,1
19,118.98,1
284,570.13,2
15,306.71999999999997,6
23,1374.8700000000001,3
16,4095.9,11
28,1692.27,3
5,8134.9400000000005,20
54,319.61,2
65,1592.1200000000001,4
1,3109.99,12
484,129.75,1
43,183.7,1
72,1770.34,6
57,1028.0,5
11,66653.56,28
90,324.24,2
47,3062.83,7
10,1260.86,4
75,422.59999999999997,2
72,225.57999999999998,2
256,1276.0,2
271,482.01,2
65,657.9000000000001,4
5,112.75,1
226,1998.0,2
2,5076.55,13
8,5398.3,13
5,14034.99,20
114,531.35,3
45,656.63,1
84,3029.87,5
19,2483.04,10
26,1651.03,5
9,3645.43,11
5,6923.13,15
218,1161.53,3
78,301.71999999999997,1
266,901.2,2
23,3858.38,6
576,623.75,1
14,1790.42,7
26,155.24,1
262,292.47,1
17,4730.81,13
91,589.15,2
68,781.02,7
26,1382.02,5
423,272.82,1
46,1054.67,4
5,7239.92,21
52,743.11,3
120,603.75,1
52,650.51,3
78,2300.56,5
53,417.59999999999997,1
297,3.75,1
176,323.0,1
46,464.9,1
4,2238.09,7
11,1304.76,7
1,7194.3,17
1,6697.66,18
274,836.06,2
17,1515.9,5
44,623.93,5
89,1764.72,1
665,207.5,1
-1,223.92000000000002,1
665,2002.4,1
114,1496.83,3
95,239.4,1
318,106.83000000000001,1
213,369.34000000000003,1
89,789.79,3
244,316.62,1
19,1501.38,3
198,611.85,1
9,2799.25,13
294,34.0,1
36,1145.6,2
64,5580.6,11
47,478.09000000000003,3
260,380.39,1
57,770.1,5
75,2246.81,5
57,171.59,1
116,661.52,4
10,1695.66,11
60,388.28,1
80,226.35,2
67,245.94,2
8,10629.720000000001,22
100,425.19,2
665,311.25,1
10,2279.9,13
19,107.6,1
123,597.48,2
331,80.8,1
16,1545.6200000000001,6
38,1721.78,7
309,110.38000000000001,2
57,243.84,1
3,1222.71,10
453,414.88,1
30,305.62,1
11,1201.49,1
36,1619.73,4
213,332.3,1
23,536.99,3
173,460.59,2
103,801.49,4
126,1121.59,3
67,288.42,2
23,914.69,5
192,309.54,1
17,547.07,2
360,479.35,1
50,1692.98,10
5,6509.1,21
103,417.06,4
36,1604.75,9
10,3349.57,11
214,497.61,1
227,358.38,1
15,460.64,2
156,775.1800000000001,2
51,341.7,1
112,128.5,2
185,197.22,1
332,325.91,1
125,199.15,3
99,1106.53,4
227,413.46,1
276,180.85,2
39,251.87,2
29,3170.98,11
197,588.85,2
0,16594.35,34
65,1869.82,6
68,1264.19,3
5,10196.57,16
50,214.32,1
43,193.44,1
52,281.42,1
186,124.57,1
69,332.41,1
42,342.45,3
10,144.91000000000003,2
23,328.4,2
14,35.400000000000006,1
545,375.69000000000005,1
144,747.81,2
29,173.76,2
120,502.8,2
63,207.73999999999998,3
22,825.42,4
22,2812.34,6
77,680.02,3
90,7123.62,6
144,2095.53,5
12,853.72,6
84,13.3,1
63,1519.08,7
243,432.0,1
239,705.12,3
217,276.73,2
301,429.84000000000003,2
15,471.51,3
242,194.88,1
66,1578.67,3
119,809.7,5
15,525.54,5
484,145.93,1
182,219.14,1
299,289.78,2
26,508.81,3
19,1281.56,6
16,887.11,3
116,1706.88,1
59,373.24,1
59,3754.27,16
19,3102.43,7
81,579.77,4
59,981.65,5
72,379.14,1
9,1510.06,8
28,2575.38,11
290,113.44,1
273,208.46,1
9,621.6800000000001,6
23,576.26,2
128,391.52,1
49,1068.82,6
5,2596.45,11
90,169.79,1
12,7247.61,19
21,846.75,3
637,230.25,1
115,543.05,3
31,2847.6,17
17,1295.39,7
26,380.55,3
19,4604.22,21
53,161.94,1
119,563.23,2
54,950.9300000000001,2
25,262.68,1
3,2736.38,4
52,3049.88,3
12,1920.59,9
4,816.73,3
-1,4345.5,19
235,406.48,1
138,435.02,3
40,1286.27,6
56,1178.56,3
129,1277.75,3
109,167.61,2
89,20.8,1
16,2085.08,9
125,518.67,4
17,308.74,1
239,416.64,2
87,117.35000000000001,1
60,507.05,3
116,234.17,1
217,110.55000000000001,1
226,201.19,1
15,2154.97,7
278,319.02,1
107,439.43,2
39,650.41,3
332,357.21,1
267,251.51999999999998,1
77,344.33,1
17,1852.0,6
255,1078.96,2
60,384.06,1
3,1931.25,7
0,4481.35,2
0,5464.12,10
59,1873.2,2
42,1625.05,7
241,126.12,1
2,1133.25,6
218,179.0,1
10,1614.31,5
62,1456.96,6
282,702.0,3
129,295.0,4
23,484.82,2
22,3989.57,11
85,1493.73,3
46,1412.94,2
18,781.78,4
50,889.9300000000001,6
18,195.36,1
89,270.9,1
151,586.33,3
28,1842.56,3
9,8694.26,20
40,920.1,2
11,1272.61,4
120,71.0,1
45,95.85,3
60,357.77,3
156,154.82999999999998,2
78,890.29,6
110,716.0,2
152,146.87,1
11,380.35,2
86,1030.14,3
16,745.52,3
127,433.53000000000003,2
87,1267.32,1
89,112.4,1
137,449.73,1
26,1081.57,3
62,1044.3799999999999,5
51,1735.18,4
25,948.48,1
113,339.44,3
216,642.02,1
85,1100.9,3
8,925.35,3
21,5659.9800000000005,9
189,3228.84,6
194,247.14000000000001,1
28,413.75,1
335,498.48,1
28,1356.33,5
81,1179.89,3
59,3095.04,5
266,234.24,1
73,5232.2300000000005,11
313,538.37,4
21,1461.14,7
-1,859.35,3
12,4552.14,21
28,2709.7000000000003,9
114,312.14,1
0,2429.03,9
17,1446.09,4
17,834.12,4
36,841.0799999999999,3
273,378.2,2
78,118.80000000000001,1
22,287.62,2
25,290.16,2
181,2003.85,2
98,1405.78,3
242,2949.75,2
123,1566.65,5
24,2050.08,6
28,1991.01,4
0,2043.95,7
120,3827.76,9
50,1777.78,4
322,302.0,1
22,1324.16,3
-1,1022.13,4
10,954.42,8
18,971.74,2
10,1621.73,4
261,25.5,1
190,665.78,2
75,10815.43,6
44,885.04,6
165,163.29999999999998,1
47,248.61,1
99,808.62,8
64,837.5,3
288,116.19999999999999,1
317,157.02,1
29,606.91,2
233,307.46,1
1,138.32,1
336,345.29999999999995,1
156,298.89,1
50,259.35,1
63,1004.75,5
99,157.09,1
47,2463.17,5
15,4892.240000000001,7
106,425.0,2
16,1139.73,7
97,380.5,1
0,10668.47,12
188,465.32,1
239,579.0,1
84,984.57,2
105,749.78,3
22,1714.59,4
51,124.88,1
194,1689.5,3
24,213.78,1
75,329.34,1
17,251.70000000000002,2
176,319.0,2
151,1266.97,3
21,1538.88,3
5,3518.03,6
28,1715.46,10
21,293.1,2
32,2467.35,7
284,158.68,1
203,206.34,2
57,835.78,2
289,224.91,1
78,317.76,1
-1,3766.6,8
187,59.9,1
3,1443.69,4
201,306.13,1
178,711.79,3
5,796.03,4
57,239.92000000000002,2
22,3347.31,6
46,144.0,2
226,203.95,1
11,2474.23,7
106,384.40000000000003,2
-1,444.74,2
28,2095.13,7
-1,1699.3000000000002,7
36,262.62,2
59,1013.01,1
23,692.22,3
53,342.63,1
52,3563.85,6
5,1564.56,4
53,384.08,1
53,204.24,1
3,2317.2200000000003,8
253,226.85,1
40,2781.23,7
60,1069.1200000000001,6
234,113.5,1
11,1960.72,10
120,114.23,1
24,3198.25,14
273,335.13,2
213,354.15,1
310,426.79,2
251,393.49,1
18,939.32,6
15,1906.09,8
142,318.76,2
264,3638.41,8
12,3174.32,10
14,421.52,2
242,190.88,1
64,149.89000000000001,1
25,550.06,2
12,916.13,6
11,314.69,2
17,3744.65,17
312,382.5,1
3,1135.04,2
14,8676.85,26
53,954.9,1
204,171.45,1
15,282.19,1
31,318.65,1
180,384.52,2
362,283.28000000000003,1
116,353.86,2
18,178.26,1
15,272.44,2
40,298.41,2
107,240.0,2
148,603.37,2
52,1253.3600000000001,5
208,63.440000000000005,1
3,562.9,2
147,310.64,3
245,317.62,2
2,763.64,4
42,2148.63,4
242,111.97999999999999,1
227,1065.3500000000001,2
5,246.04,1
57,187.82999999999998,1
173,1703.41,3
31,1652.58,6
21,153.92,1
26,1064.11,7
9,1419.73,7
3,944.41,3
16,525.24,2
251,550.8000000000001,1
-1,1875.1100000000001,9
28,556.95,3
17,131.78,1
101,498.42,2
11,669.11,4
21,197.63,1
14,1135.63,5
361,250.04,1
10,8631.31,19
214,82.75,1
78,1384.85,2
138,644.3,3
120,2328.84,1
-1,2527.92,8
4,6292.26,38
30,2600.34,3
100,1200.6200000000001,3
274,700.86,2
15,921.07,7
8,990.23,4
250,96.8,1
14,523.11,2
22,363.9,2
123,175.2,1
85,494.25,1
68,307.02,2
4,2027.8700000000001,4
8,6643.93,8
183,243.36,2
31,12353.29,11
185,781.36,3
355,193.64,1
46,160.57,1
15,537.74,4
-1,2676.56,15
86,228.96,1
14,1159.52,5
179,110.75,1
45,1286.07,4
36,587.15,3
124,1740.0,2
50,1393.06,1
341,178.22,1
24,388.14,2
98,365.85,2
11,127.86,1
17,585.79,3
49,488.2,3
239,312.23,2
8,4481.18,11
12,4801.56,8
238,168.4,1
23,1912.67,8
72,446.18,4
17,423.89,3
40,1342.68,8
40,646.92,4
218,495.77,2
199,400.1,3
70,203.2,2
23,4100.92,20
11,404.66,1
1,20275.61,29
213,65.4,1
211,199.29,1
19,336.4,2
14,261.11,1
113,2686.42,6
19,784.11,2
4,1259.56,4
8,31833.68,34
163,508.8,2
190,457.91,2
248,203.86999999999998,1
39,7330.8,8
22,696.41,2
114,653.38,3
210,2129.96,5
50,2633.85,13
273,281.62,1
4,31906.82,15
2,1031.41,3
69,2200.42,3
163,32.65,1
125,771.85,2
-1,1214.72,5
12,778.94,3
23,1258.06,7
43,778.0,2
79,507.84,1
59,6893.42,7
42,463.46000000000004,2
11,4226.57,12
50,598.83,3
3,1979.37,6
46,698.41,2
19,759.17,2
91,5037.26,6
71,100.8,1
5,17256.85,28
156,524.9200000000001,3
151,265.76,2
313,403.3,1
18,365.76,2
0,303.15999999999997,1
9,2373.82,7
119,216.29999999999998,2
253,388.45000000000005,1
185,186.42000000000002,3
62,2248.56,6
248,534.24,1
32,2940.04,3
176,120.9,2
40,541.53,2
45,2520.86,7
2,194550.79,46
15,1721.4,7
17,486.71999999999997,2
192,517.53,4
203,131.7,1
453,249.86,1
204,1737.7,5
15,316.5,1
43,657.3,2
183,622.4300000000001,6
22,757.46,3
60,675.69,2
16,1896.41,5
246,289.96000000000004,1
10,763.28,2
10,137.0,2
16,1870.97,5
44,1125.07,5
288,710.29,3
79,194.37,1
77,511.82,1
15,1255.59,4
94,414.04,3
261,396.87,1
-1,376.64,2
73,2092.32,7
14,3558.87,10
219,374.57,1
300,497.56,2
358,271.05,1
75,272.22,1
289,622.88,1
17,1138.0,3
279,288.6,2
9,689.1,4
150,558.96,2
187,2997.0299999999997,9
205,1145.84,2
75,302.2,1
261,605.58,2
250,387.31,1
57,6115.14,8
24,308.48,1
5,91062.38,31
28,2924.9900000000002,10
72,513.2,1
276,208.65,1
120,639.02,4
1,768.08,5
251,153.94,1
17,1844.02,6
53,546.81,1
59,723.2099999999999,3
94,1070.71,5
11,652.74,4
361,145.0,1
359,422.70000000000005,1
211,1195.8999999999999,4
53,939.37,4
-1,3628.5,8
16,2385.0,10
306,296.7,1
53,223.36,1
250,164.4,1
177,76.5,1
59,897.62,2
25,98.42,1
24,578.9,2
269,170.75,1
43,645.96,3
233,103.3,1
23,148.86,2
66,267.16,3
359,306.84,1
60,930.41,4
304,1487.6,1
16,1952.45,5
19,483.26,2
205,157.9,1
14,541.46,3
155,854.95,4
19,167.62,1
14,1122.38,7
24,454.01,3
25,901.21,2
57,4331.48,8
38,344.14,1
50,1498.51,4
71,226.75000000000003,4
59,380.6,3
35,185.65,1
2,3622.68,19
218,143.45999999999998,1
137,448.90000000000003,3
312,215.72,3
65,11045.04,25
236,175.27,1
245,1242.3,2
109,1133.07,4
100,1240.2,3
32,2404.17,4
17,1479.22,3
73,2225.9700000000003,7
91,3927.34,5
85,993.18,2
12,388.79,2
23,2827.93,7
65,2044.3700000000001,1
17,161.67000000000002,1
239,116.00999999999999,1
23,5102.97,6
78,394.72,1
187,309.36,2
181,193.42,2
40,1112.22,5
35,3984.22,15
53,2048.45,6
22,4559.150000000001,14
57,390.07,1
203,329.6,3
173,571.1999999999999,3
219,971.58,3
312,218.52,1
29,81.44,1
21,1379.9,3
151,527.0500000000001,1
14,843.48,2
18,2047.0,4
81,75.75,1
18,1814.12,8
169,503.59999999999997,2
119,528.33,3
31,1324.84,4
34,2361.9700000000003,9
19,285.56,1
115,547.0600000000001,2
128,108.5,1
86,621.66,1
1,712.29,2
696,101.55,1
31,2895.64,11
248,1008.39,3
213,133.06,1
60,1797.5,4
138,868.49,1
21,166.08,1
11,3945.0,10
25,4867.72,12
31,1207.56,4
159,117.55,1
10,2638.94,7
0,1674.69,5
4,595.42,2
17,2999.46,12
141,196.0,1
25,1802.91,7
18,604.64,2
180,728.16,2
4,2055.51,5
119,347.75,2
42,3406.7200000000003,7
227,205.7,1
4,1572.71,4
50,3178.17,2
119,1629.12,6
74,551.04,2
2,20374.28,31
-1,1387.68,6
28,16363.23,30
263,298.11,1
52,1992.1100000000001,2
23,184.4,1
10,2474.33,6
43,239.41,1
0,3191.53,7
31,5739.46,7
45,4757.95,15
358,290.40000000000003,2
160,740.9399999999999,4
137,200.47,1
141,283.12,1
131,765.34,2
108,2285.71,8
236,338.95,1
260,154.95,1
16,2534.64,4
339,417.95,1
89,1824.37,4
109,798.74,3
168,885.19,2
37,1823.52,9
44,10504.49,17
156,152.4,2
217,267.08,2
169,137.45,1
10,385.1,2
44,522.91,1
320,153.0,1
200,326.4,1
22,5655.99,11
232,139.35,1
0,5396.04,15
26,1195.94,4
244,2424.04,4
95,3276.4000000000005,6
71,1033.0,3
16,3439.08,11
15,1060.25,1
86,2876.01,3
28,5298.4800000000005,13
79,1240.11,4
665,303.97,1
261,692.19,2
53,700.63,3
108,13110.02,19
9,377.44,3
-1,168.24,2
19,1879.05,4
11,2791.35,7
38,355.11,2
25,2322.4,6
240,110.25,1
112,71.4,1
178,674.52,2
56,1797.57,9
359,80.64,1
88,1772.26,5
14,5605.29,30
19,3456.7000000000003,8
17,834.99,3
21,287.59,2
151,712.78,1
263,15.0,1
4,818.8199999999999,2
210,371.88,3
15,271.2,1
166,2273.1800000000003,3
12,3997.98,10
34,1143.27,5
56,245.81,2
10,182.77,2
145,1225.41,4
254,56.4,1
24,665.86,3
21,658.57,3
253,188.02,2
72,283.47,2
53,131.94,1
85,278.74,2
63,1865.19,4
73,1117.9,2
281,225.9,1
2,1965.55,14
59,106.1,1
25,323.04,1
179,350.39,2
40,697.9,4
22,780.43,3
22,3055.93,10
36,1199.01,9
3,1285.04,3
73,512.31,1
11,546.04,1
16,5411.91,12
0,7837.7300000000005,39
12,732.16,4
14,1770.8799999999999,5
213,36.56,4
159,387.68,3
64,3704.87,7
51,298.4,1
35,1995.46,5
22,1820.09,4
298,889.24,1
119,398.7,3
181,35.400000000000006,1
49,155.37,1
9,350.64,3
47,110.21000000000001,1
29,1593.38,8
26,2779.3,5
42,338.8,1
-1,40991.57,124
98,205.48,1
106,51.559999999999995,1
85,2033.1,1
81,901.1999999999999,9
69,605.8000000000001,4
665,5391.21,34
11,114.34,2
156,311.26,2
665,208.97,1
119,1418.03,4
17,26879.04,23
1,5155.66,12
129,148.21,1
545,252.8,1
24,2100.8,8
323,330.9,1
29,3160.0,6
12,597.5,3
0,10526.32,20
142,329.65,1
89,1197.1000000000001,6
107,428.18,5
14,1894.35,12
204,155.9,1
80,1859.16,5
156,683.46,6
170,237.61,1
43,379.45,1
173,178.51999999999998,1
423,458.92,1
129,133.35000000000002,1
14,671.77,4
180,717.45,4
12,190.19,1
120,899.61,3
304,111.35,1
21,726.05,8
34,203.87,2
322,602.09,2
162,203.85999999999999,1
56,244.1,3
225,112.25,1
71,1119.81,8
44,98.0,1
23,256.32,1
172,566.6,3
85,152.06,2
277,155.8,1
306,112.19999999999999,2
59,110.38,1
21,191.67,1
71,800.24,4
188,72.9,1
696,243.28,1
9,366.23,1
310,311.01,5
-1,411.6,2
180,336.43,1
45,341.28,3
0,1304.04,1
11,4204.1,17
148,826.52,4
309,207.50000000000003,1
11,2962.5,7
665,244.08,1
133,397.29,2
45,212.54,2
11,843.0,4
71,1740.48,5
134,408.36,2
4,1331.57,3
-1,704.25,2
138,145.79,2
241,389.84,1
114,4301.22,7
277,99.14,1
49,4106.4400000000005,10
335,304.56,1
300,77.50000000000001,1
233,149.57999999999998,2
301,176.68,1
147,358.56000000000006,1
2,58510.48,45
72,482.2,3
39,1008.5400000000001,3
123,2332.72,12
198,557.3,4
249,12.75,1
243,111.68,1
116,508.4599999999999,1
171,73.78,1
0,1296.44,39
142,102.83,1
120,471.7,2
8,2622.57,14
32,1098.43,5
637,123.07,1
696,277.35,1
166,228.2,2
4,582.59,1
5,136.04,1
51,337.04,1
24,740.79,3
15,4488.81,13
665,353.19,1
59,288.14,1
453,300.91999999999996,1
168,757.71,4
165,811.45,3
145,152.68,1
22,634.95,1
56,20.8,1
156,198.57,1
11,201.12,7
236,630.84,3
225,93.35,2
36,678.49,4
281,76.1,1
63,1970.6699999999998,8
301,382.06,2
12,417.23,2
362,169.47,1
47,249.72,2
23,444.68,1
35,2116.19,9
235,257.34,1
256,174.8,1
696,102.78999999999999,1
155,187.29,2
28,166.42,1
211,120.03,1
74,1483.56,5
81,523.0,3
108,122.14,2
51,38.45,1
242,668.11,1
63,389.78,2
303,115.31,1
42,230.64999999999998,2
99,73.5,1
213,97.97,1
21,422.88,2
43,730.4,3
105,405.62,3
124,70.02,6
19,357.20000000000005,2
11,4183.39,21
53,165.04999999999998,1
24,559.51,3
87,2088.6,10
45,189.4,1
203,172.29000000000002,2
359,74.4,1
70,300.02,1
39,6784.1900000000005,10
288,363.65,1
9,170.16,1
23,306.46,3
21,2119.41,10
173,720.52,3
133,814.0,2
86,2392.83,14
75,318.0,1
40,396.33,1
289,101.69999999999999,1
0,2036.67,5
257,453.0,2
156,247.44,1
114,3877.5200000000004,12
696,489.6,1
23,2611.75,10
31,2633.0099999999998,11
187,336.13,2
45,3651.97,4
18,1231.5,2
112,343.45,3
25,703.37,1
16,90.47999999999999,1
330,689.95,2
67,101.34,1
290,4055.7199999999993,2
90,167.67000000000002,1
1,9068.26,11
31,2106.52,4
81,3017.3,7
38,580.0500000000001,2
11,911.15,3
205,2697.8,6
245,168.31,1
11,223.65,2
11,259657.3,60
301,754.64,1
301,113.48000000000002,1
329,430.7,1
254,271.0,1
3,8052.97,26
19,236.3,1
12,352.69,2
545,76.32000000000001,1
290,220.1,1
234,1418.03,8
25,320.72,1
10,5653.82,26
515,181.12,1
95,111.15,1
124,673.1,2
2,1826.21,6
24,589.4399999999999,2
59,1142.99,4
60,206.82999999999998,1
19,348.73,3
66,112.55000000000001,1
15,1059.39,3
34,931.4999999999999,1
59,681.9100000000001,5
4,784.33,3
295,152.65,1
17,8438.34,6
126,1019.52,2
116,1000.16,2
34,2888.75,12
12,2861.55,4
140,160.35000000000002,2
45,179.33999999999997,2
36,612.0799999999999,3
140,566.58,3
134,653.35,2
43,399.19,2
75,371.62,3
12,734.94,2
0,453.4,2
37,530.15,1
57,638.0600000000001,2
15,1618.69,5
301,399.65000000000003,1
177,302.46000000000004,1
23,1384.8600000000001,3
68,1169.94,6
60,202.65,1
112,980.31,3
-1,1231.31,5
4,7561.68,20
67,2106.84,4
300,104.0,1
358,476.35,1
120,1341.42,6
248,1590.81,4
9,1793.17,6
0,1843.75,6
24,382.8,1
67,632.07,2
15,49.8,1
249,304.25,1
15,2001.04,3
77,1090.24,2
192,284.46000000000004,2
261,207.79999999999998,1
71,957.97,1
165,243.76,1
82,973.8399999999999,1
214,689.13,2
71,5425.56,17
106,163.8,1
199,1396.99,3
216,160.42000000000002,1
71,1993.7,3
74,517.36,2
28,139.10000000000002,1
9,2621.38,6
25,600.07,5
326,248.42,1
236,232.48000000000002,1
30,299.34000000000003,1
120,481.75,1
59,621.75,2
4,662.08,2
43,2069.77,10
226,305.28000000000003,1
4,1041.61,5
122,443.0,1
39,6484.54,14
263,158.95000000000002,1
21,5509.12,12
31,5228.05,11
187,93.75,1
56,779.9,2
-1,7276.900000000001,20
9,2810.2000000000003,7
192,2083.27,5
81,592.97,4
325,440.0,1
31,1796.48,3
59,882.24,6
1,987.1,5
218,1561.6100000000001,5
46,422.58,1
9,2073.09,17
65,2232.4900000000002,4
4,2567.06,7
23,596.1,2
92,804.02,2
17,95.34,1
310,349.27,1
87,4314.72,1
50,526.67,2
30,103.3,1
39,2337.63,8
24,2338.6000000000004,3
99,2643.2000000000003,6
43,324.24,2
140,149.48,1
25,1213.1599999999999,3
72,801.51,2
134,25.5,1
484,168.6,1
266,283.15,2
2,3078.58,6
150,204.0,3
89,175.92,1
43,335.86,1
-1,110.38,1
73,173.9,1
159,180.60000000000002,1
3,80.82,1
215,178.05,2
9,2094.88,16
-1,1837.28,3
